feature,value,shap_value
자산,6360,0.26419
자산,24700,-0.5517125
자산,39193,-0.64956415
자산,40100,-1.0619056
자산,63026,-0.70075977
자산,48681,-0.7944098
자산,31853,-0.5124993
자산,23900,-0.6437347
자산,9592,0.032254625
자산,14,1.231956
자산,74241,-0.6337138
자산,78990,-0.8393201
자산,1052,1.4828005
자산,211750,-1.5316379
자산,26270,-0.35640687
자산,27461,-0.10908841
자산,22700,-0.45252198
자산,154234,-1.6566314
자산,19000,-0.5409736
자산,15240,0.0073331255
자산,1225,1.4266945
자산,27427,-0.63393533
자산,19569,-0.57408154
자산,16266,-0.5757866
자산,8920,0.04896251
자산,7010,0.18423006
자산,14074,-0.13482665
자산,24108,-0.5235578
자산,8484,0.2873612
자산,15737,-0.74692273
자산,34996,-0.42851213
자산,450,1.5490596
자산,232564,-1.5398008
자산,32860,-0.49501827
자산,4085,0.29977858
자산,7150,0.3099481
자산,44885,-0.7309775
자산,116407,-1.8900281
자산,41608,-0.72585034
자산,12125,-0.03190061
자산,32088,-0.62248445
자산,58388,-0.85611856
자산,112450,-2.1326401
자산,3455,0.34210443
자산,59592,-0.8663025
자산,64106,-0.93194926
자산,450,1.3016366
자산,625900,-1.8449756
자산,17380,-0.79051274
자산,173450,-1.750566
자산,20553,-0.55841297
자산,46150,-0.91827613
자산,32200,-0.8250762
자산,7180,0.23227285
자산,19200,-0.54913497
자산,10450,-0.23466246
자산,47407,-0.7165822
자산,85983,-1.2606846
자산,17550,-0.79688454
자산,61580,-0.68925256
자산,86060,-1.3456169
자산,58940,-0.82092047
자산,7765,0.27333504
자산,34860,-0.7886961
자산,1120,1.7386538
자산,70180,-0.7778655
자산,13740,-0.13180548
자산,26738,-0.46225563
자산,136890,-1.3008106
자산,88100,-0.9864254
자산,4840,0.18575688
자산,18978,-0.53319734
자산,196421,-2.0353072
자산,27750,-1.2479849
자산,25202,-0.25077495
자산,6680,0.2922577
자산,16735,-0.558706
자산,62133,-0.8529906
자산,10202,0.07017272
자산,45132,-0.604611
자산,1280,1.2038612
자산,9725,-0.036253143
자산,47155,-0.5362318
자산,29520,-1.0442443
자산,9371,-0.006319769
자산,47208,-0.7124525
자산,7648,0.22708175
자산,8520,0.09291438
자산,26960,-0.4854481
자산,4750,0.25746435
자산,49971,-0.6843471
자산,143280,-1.3523576
자산,7720,0.19918618
자산,6822,0.38286698
자산,50967,-0.74024224
자산,113168,-1.8837693
자산,1280,1.3097223
자산,230820,-1.48674
자산,18700,-0.68343633
자산,18218,-0.6009548
자산,7740,0.31412518
자산,33855,-0.58583564
자산,18700,-0.86816293
자산,12840,-0.07808944
자산,40230,-0.52155685
자산,42900,-0.6635673
자산,44053,-0.55616724
자산,81750,-0.8241075
자산,9786,0.044425435
자산,85660,-1.4561014
자산,6040,0.33653542
자산,630,1.4578615
자산,2420,1.4484375
자산,18430,-0.40505713
자산,40475,-0.69945973
자산,46965,-0.8225871
자산,53711,-0.7769832
자산,27756,-0.7926599
자산,510,1.2966336
자산,32260,-0.6619197
자산,8950,0.16630359
자산,74013,-0.19705737
자산,31712,-0.61812246
자산,19030,-0.5854768
자산,44772,-0.69244003
자산,77010,-1.0185065
자산,30244,-1.1587837
자산,1731,1.2380702
자산,49269,-0.7969064
자산,29920,-1.0693573
자산,60560,-0.71908647
자산,2900,0.2850037
자산,8250,0.4279257
자산,9160,0.07922776
자산,5274,0.16516866
자산,21645,-0.6677332
자산,66830,-0.7869466
자산,34220,-0.680891
자산,6160,0.32307386
자산,284,1.7913623
자산,75416,-0.6025012
자산,39910,-0.65589
자산,15200,-0.3299006
자산,201775,-1.6183712
자산,123600,-1.7157356
자산,15654,-0.29054153
자산,2550,0.69651943
자산,274382,-1.916969
자산,40190,-0.6645496
자산,12620,-0.018732242
자산,20680,-0.5429876
자산,20620,-0.44463187
자산,62757,-0.79207826
자산,26479,-0.44129062
자산,14829,-0.12485339
자산,60080,-0.9672245
자산,38391,-0.5103037
자산,27292,-0.29446483
자산,320,1.5673103
자산,92832,-0.8210181
자산,25570,-0.2934227
자산,62100,-0.9001021
자산,13324,-0.2901696
자산,3572,0.46895468
자산,37741,-0.56031215
자산,19360,-0.7473551
자산,3910,0.2668854
자산,114308,-1.7434443
자산,35250,-0.7669212
자산,3005,0.84325105
자산,5827,0.39628658
자산,33271,-0.7569433
자산,112060,-2.0603158
자산,27274,-0.32291093
자산,35534,-0.9297351
자산,1130,1.6702856
자산,15102,-0.13137661
자산,37800,-0.92985743
자산,13834,-0.11448277
자산,57400,-0.75316435
자산,50717,-0.65601885
자산,68360,-0.81248677
자산,36586,-0.73417723
자산,32280,-0.9804887
자산,10664,-0.049733642
자산,2780,0.73709977
자산,501,1.4051633
자산,5105,0.24825665
자산,38503,-0.6573837
자산,5735,0.23974445
자산,31796,-0.62132204
자산,550,1.538819
자산,10246,0.06173966
자산,4450,0.38065302
자산,2605,0.58999425
자산,169664,-2.1410766
자산,29440,-0.9888902
자산,18800,-0.8134724
자산,12265,-0.0441495
자산,58860,-0.79085445
자산,124800,-1.7473077
자산,39206,-0.52556276
자산,60306,-0.7850135
자산,60270,-1.0018909
자산,24954,-0.44298404
자산,7760,0.25078937
자산,11814,-0.06407087
자산,30230,-0.97114575
자산,44760,-0.3808888
자산,43831,-0.64573586
자산,11550,-0.23030977
자산,23350,-0.750361
자산,63327,-0.76900774
자산,102196,-1.6548548
자산,14100,-0.11710806
자산,2966,0.53550625
자산,13378,-0.042041674
자산,19050,-0.5269029
자산,140746,-1.3560288
자산,98838,-1.8096316
자산,25160,-0.7000913
자산,6482,0.2827508
자산,3100,0.7164615
자산,156725,-1.8062232
자산,9705,-0.031248199
자산,20088,-0.51932395
자산,35650,-0.7342934
자산,53840,-0.68176496
자산,11990,-0.14055844
자산,390,1.3635228
자산,154582,-1.6571759
자산,71250,-0.5941013
자산,123900,-1.982794
자산,20708,-0.6000484
자산,183250,-1.6154405
자산,89346,-1.090197
자산,183806,-1.8219159
자산,38235,-0.76815593
자산,8619,0.24852298
자산,30120,-1.1329678
자산,37382,-0.5820462
자산,22020,-0.61619794
자산,18900,-0.7332909
자산,78450,-0.98702705
자산,19971,-0.2805034
자산,300309,-1.6691722
자산,40952,-0.66167927
자산,4825,0.24328037
자산,76749,-1.2173865
자산,1890,1.3024529
자산,8310,0.22890338
자산,21440,-0.44815174
자산,7704,0.33649385
자산,36036,-0.64638776
자산,51988,-0.89600015
자산,6930,0.18671434
자산,53790,-0.8773186
자산,66370,-0.65533257
자산,18600,-0.7131277
자산,90200,-1.3439388
자산,14430,-0.23172832
자산,53310,-0.604952
자산,9250,-0.008267805
자산,3228,0.53552586
자산,1764,1.5636533
자산,18310,-0.42176792
자산,865,1.7540351
자산,14855,-0.12600113
자산,7450,0.21814848
자산,7760,0.316555
자산,14261,-0.25871184
자산,7626,0.03232264
자산,5150,0.2010161
자산,41305,-0.7818095
자산,152086,-1.86545
자산,28450,-0.97142315
자산,24568,-0.5442943
자산,11946,-0.16550194
자산,31500,-0.90152025
자산,30672,-0.85253114
자산,209,1.7658862
자산,13851,-0.18565074
자산,100,1.5694735
자산,16491,-0.66329294
자산,36900,-0.6431202
자산,329235,-1.2156011
자산,133280,-1.4672674
자산,162,1.2489967
자산,40750,-0.47134686
자산,64712,-0.8330356
자산,67196,-0.627585
자산,45132,-0.7311467
자산,66200,-0.8012989
자산,11490,-0.059656955
자산,20858,-0.5647902
자산,7920,0.23304741
자산,27780,-1.3456947
자산,27148,-0.4445431
자산,16620,-0.2914825
자산,3268,0.7781196
자산,11225,-0.12744889
자산,30412,-0.8532413
자산,22110,-0.31632856
자산,22360,-0.33260995
자산,12332,-0.11203751
자산,6580,0.32940125
자산,1434,1.0842174
자산,2290,0.92457515
자산,16764,-0.40274787
자산,52060,-0.5789474
자산,9370,0.038776558
자산,43274,-0.62381005
자산,62842,-0.8468844
자산,55620,-0.9079659
자산,22396,-0.5397731
자산,4476,0.34157142
자산,30678,-0.78912526
자산,10214,0.049220648
자산,7346,0.27665836
자산,37891,-0.76411915
자산,1696,0.99380785
자산,30720,-0.68398947
자산,39360,-0.7884879
자산,12412,-0.074122615
자산,7880,0.2135447
자산,167540,-1.4062302
자산,28880,-1.1118209
자산,101220,-2.239508
자산,33500,-0.8199619
자산,31760,-0.54064894
자산,27344,-0.49208397
자산,74168,-0.36933422
자산,24240,-0.5630011
자산,21140,-0.39388004
자산,114852,-2.0055084
자산,30510,-0.612718
자산,173146,-1.9885117
자산,94186,-0.5149931
자산,1223,1.0498105
자산,7254,0.2907817
자산,125638,-2.0042171
자산,25400,-0.39647678
자산,20850,-0.59634554
자산,47290,-0.69724625
자산,69410,-0.970981
자산,33625,-0.5276464
자산,20297,-0.6868803
자산,73812,-0.48062265
자산,4009,0.47778645
자산,1200,1.0315542
자산,19339,-0.54953986
자산,191000,-1.8627719
자산,17590,-0.5267845
자산,36110,-0.9041438
자산,15845,-0.3414077
자산,50046,-0.6989328
자산,21326,-0.25729725
자산,54513,-0.75098836
자산,8156,0.28996047
자산,70538,-0.8798239
자산,20200,-0.34911546
자산,12978,-0.22192492
자산,111285,-1.9903971
자산,76138,-0.53036994
자산,43657,-0.7658106
자산,22870,-0.3421854
자산,19912,-0.6242501
자산,68100,-0.9648723
자산,71560,-0.30973116
자산,29890,-0.85080534
자산,29480,-1.0308896
자산,33800,-0.97555476
자산,31660,-0.8790398
자산,112200,-2.2439725
자산,64968,-0.8650528
자산,219307,-1.8847761
자산,1167,1.7434121
자산,11380,-0.2500995
자산,125359,-1.953081
자산,43050,-0.5441294
자산,40992,-0.6129755
자산,64600,-0.8176216
자산,85600,-1.0657959
자산,22205,-0.5326217
자산,7470,0.17777099
자산,32210,-0.6081208
자산,226,1.2667757
자산,97720,-1.052872
자산,108992,-2.2237427
자산,70420,-0.7461626
자산,146848,-1.7569499
자산,77232,-1.0666456
자산,9050,0.1051966
자산,86068,-1.0567713
자산,226140,-1.9111434
자산,3854,0.5286361
자산,58270,-0.84947973
자산,119630,-1.8760922
자산,17870,-0.703963
자산,44520,-0.610455
자산,183700,-2.132813
자산,36350,-0.79542047
자산,19160,-0.5216435
자산,515,1.4281803
자산,14180,-0.353878
자산,3602,0.45596257
자산,29880,-1.2335614
자산,116940,-1.9123493
자산,54820,-0.8997938
자산,37660,-0.95546615
자산,5120,0.27503687
자산,13010,-0.13756299
자산,13300,-0.35292342
자산,70710,-0.62862384
자산,12420,-0.25430587
자산,390400,-1.9276161
자산,23825,-0.3950229
자산,41200,-0.8951844
자산,116771,-1.8653722
자산,288100,-1.7859622
자산,47714,-0.67364913
자산,37749,-0.7424682
자산,84986,-1.332184
자산,121900,-2.0798259
자산,39087,-0.75472707
자산,62100,-0.84804827
자산,1839,1.3616905
자산,56660,-0.9141952
자산,36550,-0.37972742
자산,25,1.6958423
자산,13384,-0.04453073
자산,64904,-0.7405617
자산,2790,0.26609164
자산,84900,-1.4350302
자산,23379,-0.44672593
자산,2830,0.7149978
자산,151550,-1.7360355
자산,46810,-0.6983727
자산,3030,0.71431607
자산,253950,-1.3350294
자산,38718,-0.8194533
자산,63265,-0.69978565
자산,2198,1.3298705
자산,171950,-1.8661547
자산,84650,-1.2540771
자산,49394,-0.5512476
자산,166930,-1.6070402
자산,13535,-0.31246358
자산,236000,-2.216949
자산,29510,-0.9421303
자산,82750,-1.0614935
자산,51600,-0.75008345
자산,188950,-1.578586
자산,212700,-1.9079219
자산,4016,0.27016795
자산,12180,-0.025366869
자산,39290,-0.7960737
자산,177800,-2.0566351
자산,90240,-1.1364799
자산,144360,-1.7922001
자산,19438,-0.6121089
자산,2796,0.88428295
자산,96690,-0.91976637
자산,173200,-1.2723379
자산,37090,-0.72944456
자산,14340,-0.4033827
자산,83480,-1.197029
자산,168820,-1.7297065
자산,7896,0.33162677
자산,131294,-1.3130256
자산,32800,-0.802441
자산,645,1.3853798
자산,70660,-0.6074131
자산,73300,-0.47222102
자산,7900,0.3453541
자산,28935,-0.9463895
자산,38990,-0.9700871
자산,39241,-0.9681671
자산,54570,-0.7562781
자산,12770,-0.1328293
자산,126400,-1.7066555
자산,30300,-0.9818287
자산,33569,-0.7039635
자산,32700,-0.89186007
자산,84700,-1.1531006
자산,122680,-2.0432696
자산,17544,-0.75318354
자산,59088,-0.904397
자산,1700,1.4378046
자산,26264,-0.3636491
자산,28270,-0.99620765
자산,81736,-0.94293934
자산,32514,-0.4385197
자산,58400,-0.80229545
자산,7010,0.38122183
자산,19360,-0.54315686
자산,135280,-1.2630855
자산,46320,-0.9128462
자산,66530,-0.6878161
자산,88610,-1.1980556
자산,10700,-0.22394137
자산,69395,-0.5529356
자산,25730,-0.53711724
자산,137100,-1.6334298
자산,15500,-0.64925015
자산,32800,-0.72482836
자산,79500,-0.7222272
자산,109210,-2.1183903
자산,26600,-0.48935807
자산,21320,-0.3752464
자산,109005,-2.0345802
자산,18110,-0.7749049
자산,34100,-0.70715976
자산,5490,0.4011188
자산,75447,-0.56542104
자산,63500,-1.0186998
자산,42133,-0.5728199
자산,110070,-2.0756028
자산,24550,-0.35273385
자산,25220,-0.4527089
자산,16050,-0.55891365
자산,53900,-0.633897
자산,26800,-0.43009895
자산,834,1.5501448
자산,30400,-1.0285978
자산,16223,-0.8034796
자산,480,1.2493778
자산,64616,-0.8758463
자산,135490,-1.65152
자산,36000,-0.67613554
자산,55700,-0.9470456
자산,15890,-0.5544696
자산,20806,-0.4669372
자산,99408,-1.9879857
자산,49150,-0.9543664
자산,20200,-0.5554037
자산,99410,-1.684874
자산,18542,-0.6297335
자산,144610,-1.4824291
자산,165300,-1.8711795
자산,171,1.7943703
자산,62501,-0.95273113
자산,47134,-0.9176076
자산,41800,-0.42520043
자산,37490,-0.30623564
자산,83980,-1.1429617
자산,58694,-0.87612605
자산,232612,-1.3753706
자산,2074,1.1209749
자산,7700,0.33357388
자산,25032,-0.9232868
자산,16950,-0.61613417
자산,1048920,-1.1388189
자산,135120,-1.2808168
자산,216150,-1.8891464
자산,80350,-1.0660536
자산,37872,-0.6650008
자산,7820,0.42358866
자산,53350,-0.82954746
자산,19503,-0.2968702
자산,148450,-1.4654007
자산,106000,-2.2376356
자산,62080,-1.0482849
자산,74280,-0.60700643
자산,115920,-1.9865956
자산,61500,-0.8210953
자산,27248,-0.7701162
자산,33360,-0.73344135
자산,12320,-0.02822827
자산,7100,0.4753531
자산,1000,1.5064765
자산,11635,-0.037823446
자산,3530,0.7305171
자산,65780,-0.6488723
자산,159300,-1.7780619
자산,33500,-0.4289671
자산,35300,-0.8819113
자산,109738,-2.0297966
자산,50980,-0.79674685
자산,20532,-0.61155486
자산,18190,-0.23711088
자산,52400,-0.76846737
자산,57180,-0.7806639
자산,70050,-0.91172236
자산,62720,-0.7203303
자산,20100,-0.6421496
자산,27410,-0.75021476
자산,97186,-1.2287899
자산,108664,-1.8040707
자산,760,1.3839211
자산,122000,-1.7256634
자산,110220,-2.2002857
자산,105258,-1.7746314
자산,7130,0.29948914
자산,21920,-0.6256673
자산,165360,-1.9970927
자산,54950,-0.62575847
자산,34040,-0.43790817
자산,177668,-1.6398138
자산,76650,-1.0767356
자산,62130,-0.9213809
자산,22765,-0.25865123
자산,14850,-0.25768998
자산,131800,-1.4483296
자산,72356,-0.36680326
자산,41530,-0.6797061
자산,40415,-0.5829774
자산,52180,-0.575282
자산,27530,-0.47875348
자산,82000,-1.1778505
자산,421015,-1.5511558
자산,189176,-1.5023581
자산,27370,-0.33832657
자산,16850,-0.86901975
자산,2180,1.1313621
자산,312800,-1.9218502
자산,14910,-0.19578724
자산,60470,-0.79146594
자산,51110,-0.8096006
자산,60800,-0.89950687
자산,36400,-0.6487404
자산,203316,-1.9487677
자산,33525,-0.58066726
자산,138684,-1.2909504
자산,157028,-1.5741129
자산,30950,-0.7415731
자산,42771,-0.78893304
자산,10172,-0.0111421235
자산,25325,-0.46126515
자산,27842,-1.12954
자산,6627,0.17571932
자산,113800,-2.207576
자산,124046,-2.0748813
자산,13979,-0.2887808
자산,89540,-1.0481836
자산,73193,-0.31992054
자산,33388,-0.805676
자산,74480,-0.41326421
자산,89110,-1.1559083
자산,7540,0.37201393
자산,6235,0.21353777
자산,160040,-2.1460068
자산,65152,-0.9979927
자산,53196,-0.5875723
자산,9215,0.15425226
자산,19970,-0.8078802
자산,3200,0.23141249
자산,38280,-0.6482527
자산,57132,-0.8314066
자산,8474,0.26001492
자산,304340,-1.5675545
자산,17180,-0.47399086
자산,108708,-1.88046
자산,53590,-0.64209
자산,244413,-1.3516526
자산,28644,-0.8709503
자산,28900,-0.8768908
자산,32414,-0.7332392
자산,54910,-0.68406427
자산,20844,-0.55953026
자산,102449,-1.8681011
자산,20766,-0.54385304
자산,37270,-0.66901284
자산,18578,-0.5868737
자산,15852,-0.6041919
자산,2250,1.2080058
자산,26970,-0.1840509
자산,95360,-0.7753108
자산,25803,-0.20830126
자산,38272,-0.68388605
자산,9998,0.11998189
자산,13364,0.20118108
자산,103370,-1.804696
자산,59100,-0.8466313
자산,50534,-0.7032886
자산,11240,-0.14634666
자산,20400,-0.64047796
자산,2730,0.8161367
자산,4000,0.36010474
자산,6400,0.30026886
자산,68160,-0.5612456
자산,39805,-0.64432365
자산,19760,-0.64250374
자산,1960,1.284754
자산,30080,-1.1005503
자산,20883,-0.3360708
자산,50200,-0.7317013
자산,128760,-1.7010072
자산,38072,-0.6250627
자산,1900,1.3007457
자산,22720,-0.12218201
자산,240890,-1.7430918
자산,62296,-0.7096361
자산,263977,-1.3953956
자산,105086,-1.7614951
자산,4446,0.2338933
자산,650965,-1.4161369
자산,28447,-1.0128087
자산,4495,0.30383283
자산,38740,-0.68653524
자산,33488,-0.8778563
자산,129575,-1.8601913
자산,4700,0.11424177
자산,81086,-0.9463712
자산,16500,-0.5351926
자산,39816,-0.5891884
자산,4080,0.013208626
자산,4830,0.16522343
자산,22269,-0.52593064
자산,98730,-2.1577997
자산,14866,-0.07223439
자산,37760,-0.7322852
자산,34395,-0.6503193
자산,80253,-1.2221859
자산,22666,-0.39557144
자산,10815,-0.10708102
자산,11746,0.044054285
자산,36600,-0.8334538
자산,7800,0.27519414
자산,900,1.0127333
자산,63120,-0.8725044
자산,32474,-0.6435516
자산,42570,-0.9028892
자산,64430,-0.64584184
자산,82950,-1.0568701
자산,18355,-0.59169394
자산,103820,-1.9170359
자산,23652,-0.6584167
자산,9172,0.0077313045
자산,53763,-0.7219913
자산,22949,-0.5991238
자산,49660,-0.98678386
자산,77540,-1.0619144
자산,5200,0.1765639
자산,88010,-1.2075346
자산,37948,-0.691583
자산,23450,-0.58573127
자산,22185,-0.522512
자산,3666,0.34348738
자산,152955,-1.7211353
자산,11750,-0.12744908
자산,26010,-0.50082636
자산,44662,-0.8499492
자산,8294,0.31209326
자산,51800,-0.5846634
자산,12610,-0.12545733
자산,25932,-0.4056698
자산,24600,-0.46832374
자산,49030,-0.61933327
자산,72624,-0.5269964
자산,94550,-0.94485116
자산,12768,-0.07677581
자산,24680,-0.48209596
자산,23810,-0.60981613
자산,77269,-1.1068015
자산,21210,-0.55514276
자산,91350,-0.93069583
자산,22178,-0.54271907
자산,20600,-0.54367423
자산,53660,-0.77300614
자산,42040,-0.7151803
자산,90140,-1.0312438
자산,27200,-0.62250483
자산,29520,-1.0140954
자산,46273,-0.79740983
자산,90500,-1.3220677
자산,93070,-1.1109345
자산,307115,-1.7672656
자산,10000,0.017620906
자산,50072,-0.6227901
자산,24595,-0.55008566
자산,72728,-0.2949817
자산,43081,-0.7458629
자산,26776,-0.48561323
자산,2935,0.62344325
자산,54642,-0.73968804
자산,16840,-0.20353387
자산,60630,-0.9436595
자산,206226,-1.6931392
자산,68922,-0.6716968
자산,463,1.2125177
자산,85334,-1.3489935
자산,1535,1.1406525
자산,96300,-0.80799836
자산,40350,-0.692733
자산,900,1.8245671
자산,3050,0.7133274
자산,19910,-0.6905382
자산,36760,-0.7472304
자산,65578,-0.8406556
자산,297838,-1.8625762
자산,39080,-0.6931712
자산,1950,1.3167232
자산,3040,0.6663949
자산,16070,-0.81207025
자산,39604,-0.9086473
자산,19001,-0.49543387
자산,104500,-2.0584953
자산,49478,-0.6030917
자산,161903,-1.8613824
자산,64230,-0.7191487
자산,19148,-0.54486305
자산,11430,-0.12949167
자산,83317,-1.1347698
자산,56980,-0.87850374
자산,147136,-1.4583673
자산,54750,-0.63637847
자산,101227,-1.6744888
자산,35980,-0.63772583
자산,38400,-0.76184577
자산,11980,-0.12973006
자산,19200,-0.36374542
자산,4294,0.23851371
자산,1313,1.3803396
자산,86500,-1.2935082
자산,66794,-0.83027655
자산,38700,-0.7561811
자산,48308,-0.55047387
자산,28649,-1.176842
자산,3514,0.7603887
자산,46905,-0.88668895
자산,22380,-0.47049454
자산,44624,-0.3514588
자산,33197,-0.6526794
자산,79126,-0.9494367
자산,11140,0.023729932
자산,22955,-0.41959152
자산,24560,-0.34906834
자산,24128,-0.58913934
자산,24750,-0.6407953
자산,12060,-0.16104603
자산,16523,-0.6724236
자산,15555,-0.6883854
자산,5099,0.35582715
자산,12875,-0.13495357
자산,70750,-0.81285447
자산,51230,-0.5457025
자산,6180,0.33712432
자산,14019,-0.19865525
자산,157816,-1.814685
자산,28214,-1.1089915
자산,27368,-0.35851324
자산,219380,-1.511736
자산,17680,-0.71392906
자산,49332,-0.9776327
자산,5130,0.18588
자산,33601,-0.9636291
자산,21545,-0.443958
자산,26382,-0.33684933
자산,87998,-1.3851595
자산,32420,-0.68220764
자산,15752,-0.6163299
자산,30300,-0.78032804
자산,10626,-0.08913813
자산,42440,-0.51642334
자산,36980,-0.7393017
자산,68646,-0.68375164
자산,12070,-0.20413652
자산,4526,0.28595614
자산,53400,-0.6813661
자산,3530,0.48123822
자산,59320,-0.69867104
자산,58300,-0.68826294
자산,52242,-0.7199615
자산,12740,-0.19224608
자산,48640,-0.80273414
자산,46900,-0.9313729
자산,57750,-0.81385267
자산,87370,-1.2749885
자산,71000,-1.018388
자산,28593,-1.1902616
자산,184520,-1.7460924
자산,81957,-0.95615196
자산,181770,-1.6129308
자산,6864,0.3121463
자산,22580,-0.4910329
자산,82474,-1.1289554
자산,49828,-0.789978
자산,42174,-0.7655606
자산,7274,0.33342382
자산,231692,-1.271142
자산,11390,-0.014956111
자산,520,1.8772769
자산,54900,-0.85217947
자산,24000,-0.16631438
자산,10995,-0.22044456
자산,52054,-0.58209014
자산,7324,0.22621733
자산,29638,-1.09691
자산,57900,-1.0088707
자산,4500,0.103785336
자산,117042,-1.8604507
자산,51750,-0.6401134
자산,24100,-0.6024368
자산,31100,-0.8844814
자산,346910,-1.3845285
자산,610,1.3189037
자산,16110,-0.612871
자산,24630,-0.49294898
자산,104240,-1.775824
자산,11480,-0.13553151
자산,50198,-0.796115
자산,76301,-0.53610843
자산,30190,-1.1123666
자산,72634,-0.43296355
자산,87360,-1.0536969
자산,31900,-0.5689734
자산,4920,0.046381928
자산,1054,1.3762974
자산,109854,-1.9572206
자산,310,1.6078886
자산,189790,-1.6043378
자산,42114,-0.8528291
자산,8170,0.32259417
자산,53172,-0.45758042
자산,52248,-0.72572106
자산,41917,-0.276889
자산,17924,-0.74646246
자산,17100,-0.5487432
자산,15270,-0.19594729
자산,1055748,-1.2422796
자산,27200,-0.9272196
자산,36270,-0.6731117
자산,164640,-2.107025
자산,30716,-0.7968506
자산,39866,-0.7113198
자산,79260,-0.9100528
자산,32183,-0.685553
자산,18820,-0.26253504
자산,44960,-0.62141615
자산,71090,-0.6743116
자산,31530,-0.94129646
자산,13530,-0.18113257
자산,16370,-0.5861091
자산,102609,-2.0706239
자산,43665,-0.7511249
자산,37339,-0.7296348
자산,16722,-0.37887412
자산,24656,-0.316924
자산,41196,-0.7453203
자산,73440,-0.52343136
자산,10795,-0.022783857
자산,20772,-0.49766222
자산,46800,-0.5062241
자산,96760,-0.79100245
자산,33878,-0.67181695
자산,35732,-0.6893732
자산,7450,0.32070535
자산,42580,-0.7437147
자산,32070,-0.7601678
자산,110728,-1.9399638
자산,16863,-0.26978862
자산,3160,0.61112297
자산,32041,-0.47431406
자산,23702,-0.2460073
자산,18676,-0.7140125
자산,20360,-1.0060232
자산,34274,-0.7355344
자산,10253,-0.24077533
자산,10619,-0.03964229
자산,5528,0.3044913
자산,59300,-0.89096516
자산,37764,-0.72548676
자산,420,1.1614096
자산,17508,-0.22889832
자산,133,1.2584769
자산,27200,-0.59722155
자산,35446,-0.65520155
자산,930,1.0853968
자산,25350,-0.44471005
자산,53900,-0.9468675
자산,8086,0.2814069
자산,78366,-0.8710207
자산,3415,0.7779356
자산,18237,-0.83062
자산,32400,-0.6744872
자산,24782,-0.38338044
자산,80,1.7384362
자산,61280,-0.6912513
자산,30656,-0.610249
자산,98650,-2.4458017
자산,77300,-1.1217654
자산,22868,-0.48829487
자산,94035,-0.95105076
자산,101214,-1.6574862
자산,17500,-0.76978445
자산,91328,-0.79292595
자산,23600,-0.49125972
자산,3140,0.8585162
자산,74730,-0.47321078
자산,21880,-0.5665202
자산,26150,-0.4430044
자산,12554,-0.20068052
자산,1570,1.155741
자산,24923,-0.43224525
자산,9788,0.00616345
자산,11661,-0.008133387
자산,47930,-0.91636664
자산,68932,-0.47925973
자산,66822,-0.85477316
자산,23952,-0.540903
자산,127150,-1.8982881
자산,6542,0.27256843
자산,23618,-0.20924461
자산,21450,-0.33686647
자산,34815,-0.6737067
자산,18160,-0.4591267
자산,70895,-0.5707967
자산,400,1.3561655
자산,39030,-0.42237666
자산,16581,-0.13579577
자산,106832,-1.6737121
자산,27030,-0.6438217
자산,32588,-0.5863258
자산,9760,-0.17178369
자산,141768,-1.4557706
자산,75847,-0.5944298
자산,18485,-0.484372
자산,84169,-1.069149
자산,141144,-1.4765925
자산,142500,-1.5518273
자산,29996,-1.0799054
자산,116690,-1.5584399
자산,129680,-1.4758868
자산,31619,-0.79987127
자산,128576,-2.0513818
자산,37557,-0.6468826
자산,75378,-0.51700354
자산,50010,-1.0753951
자산,26605,-0.39310512
자산,18600,-0.44855973
자산,8294,0.24165219
자산,11740,-0.06452791
자산,65774,-0.6210503
자산,800,0.96565676
자산,221858,-1.7042257
자산,555,1.6579927
자산,21020,-0.27664635
자산,123391,-2.120435
자산,40484,-0.54004073
자산,91830,-0.7445267
자산,88170,-1.2917223
자산,14613,-0.31437096
자산,83620,-1.0012884
자산,120860,-1.8046108
자산,770,1.5301399
자산,32980,-0.7892529
자산,73300,-0.5923633
자산,131100,-1.5759534
자산,112120,-1.8892828
자산,1,1.6075552
자산,32230,-0.6387623
자산,84098,-0.9978822
자산,415200,-1.7172259
자산,52880,-0.7020271
자산,6514,0.3600408
자산,55220,-0.83539337
자산,173590,-2.035052
자산,88490,-1.3352454
자산,102800,-2.0327253
자산,242872,-1.9927154
자산,12710,-0.034220338
자산,77424,-1.1367579
자산,64350,-1.0117722
자산,9600,-0.10477184
자산,70150,-0.8143217
자산,4050,0.24329095
자산,59346,-0.67559403
자산,58075,-1.110358
자산,55540,-0.7514217
자산,79710,-0.9244002
자산,8524,0.32260352
자산,119020,-1.7874167
자산,137670,-1.508698
자산,100930,-1.7653494
자산,6380,0.44410864
자산,18350,-0.42533866
자산,530,1.3761888
자산,24510,-0.41808844
자산,12174,-0.13501658
자산,21620,-0.5377016
자산,49934,-0.6272013
자산,22830,-0.48284912
자산,54125,-0.54592973
자산,33100,-0.9239684
자산,50928,-0.68762445
자산,34140,-0.6959746
자산,27640,-1.1665416
자산,196610,-1.6430538
자산,10250,-0.060087416
자산,38556,-0.7697615
자산,1093,1.929269
자산,120,1.3299466
자산,4900,-0.05507158
자산,1945,1.100774
자산,103680,-1.9000397
자산,18816,-0.7182783
자산,42990,-0.8062998
자산,48858,-0.75517684
자산,6150,0.63020766
