feature,value,shap_value
신용대출,0,-0.21644929
신용대출,0,-0.2897346
신용대출,0,-0.25227183
신용대출,0,-0.25717983
신용대출,600,0.16814567
신용대출,2000,0.15590523
신용대출,2000,0.40147972
신용대출,3900,0.3314608
신용대출,800,0.016328597
신용대출,5000,0.41621056
신용대출,0,-0.3877026
신용대출,0,-0.22017771
신용대출,0,-0.31321946
신용대출,300,-0.48150638
신용대출,0,-0.27221382
신용대출,0,-0.26724017
신용대출,0,-0.3442509
신용대출,0,-0.30105993
신용대출,0,-0.2961683
신용대출,0,-0.19714828
신용대출,0,-0.24408123
신용대출,0,-0.36091146
신용대출,3200,0.2700939
신용대출,2786,0.2444768
신용대출,0,-0.22261533
신용대출,0,-0.35102624
신용대출,0,-0.3925547
신용대출,0,-0.29784343
신용대출,3000,0.35265702
신용대출,0,-0.2534719
신용대출,0,-0.30344597
신용대출,8000,0.45858014
신용대출,500,0.09493135
신용대출,0,-0.35561892
신용대출,0,-0.3348934
신용대출,0,-0.29926565
신용대출,162,-0.30177897
신용대출,1000,0.13965201
신용대출,0,-0.273557
신용대출,0,-0.32403368
신용대출,0,-0.31567374
신용대출,0,-0.27122456
신용대출,1300,0.123628505
신용대출,0,-0.28802738
신용대출,0,-0.30244285
신용대출,0,-0.2501932
신용대출,0,-0.32682765
신용대출,0,-0.2943256
신용대출,0,-0.2642777
신용대출,0,-0.3056678
신용대출,0,-0.29696012
신용대출,2600,0.2418464
신용대출,900,0.04408165
신용대출,500,0.07515062
신용대출,0,-0.26197413
신용대출,670,-0.016946346
신용대출,4617,0.37575617
신용대출,4000,0.12780036
신용대출,0,-0.22365025
신용대출,0,-0.28723654
신용대출,2000,0.12366832
신용대출,0,-0.30784145
신용대출,0,-0.21267721
신용대출,4000,0.51837033
신용대출,700,-0.08245351
신용대출,0,-0.28327468
신용대출,0,-0.2761374
신용대출,0,-0.25532746
신용대출,0,-0.25865114
신용대출,0,-0.3531186
신용대출,0,-0.26524988
신용대출,0,-0.40419528
신용대출,3500,0.44946355
신용대출,2500,0.24913503
신용대출,0,-0.21653438
신용대출,0,-0.25531578
신용대출,0,-0.22345683
신용대출,0,-0.28179792
신용대출,0,-0.21790648
신용대출,0,-0.32318503
신용대출,0,-0.2053263
신용대출,10500,0.2640173
신용대출,0,-0.28428516
신용대출,0,-0.32347792
신용대출,0,-0.27760917
신용대출,0,-0.19043064
신용대출,1500,0.15991671
신용대출,0,-0.2733935
신용대출,0,-0.31978962
신용대출,0,-0.2534518
신용대출,0,-0.25621602
신용대출,0,-0.2776609
신용대출,1000,0.15486214
신용대출,0,-0.21683009
신용대출,0,-0.2564108
신용대출,0,-0.2680811
신용대출,1600,0.2398319
신용대출,0,-0.22662881
신용대출,0,-0.29824284
신용대출,0,-0.32149586
신용대출,0,-0.3018626
신용대출,4000,0.17085604
신용대출,0,-0.23571996
신용대출,1000,0.1670377
신용대출,0,-0.26512
신용대출,3933,0.43763512
신용대출,0,-0.2963788
신용대출,600,0.13227504
신용대출,0,-0.3550557
신용대출,0,-0.26735586
신용대출,3500,0.6201978
신용대출,0,-0.26030648
신용대출,2000,0.25776428
신용대출,0,-0.29643652
신용대출,0,-0.30253124
신용대출,3000,0.27803436
신용대출,0,-0.25163007
신용대출,0,-0.25711423
신용대출,7500,0.3156699
신용대출,4300,0.45332363
신용대출,3500,0.31262344
신용대출,1980,0.3164539
신용대출,0,-0.2926211
신용대출,0,-0.32261312
신용대출,0,-0.3005327
신용대출,0,-0.33523145
신용대출,0,-0.21638782
신용대출,0,-0.28612077
신용대출,0,-0.31305024
신용대출,0,-0.33014393
신용대출,2000,0.34631976
신용대출,1000,0.13474791
신용대출,0,-0.32546884
신용대출,0,-0.31083012
신용대출,0,-0.3939632
신용대출,1000,0.1975511
신용대출,100,-0.245503
신용대출,40,-0.45543733
신용대출,0,-0.31024328
신용대출,0,-0.2714092
신용대출,251,-0.43516514
신용대출,1500,0.1403613
신용대출,0,-0.28347036
신용대출,3000,0.26796237
신용대출,0,-0.24083866
신용대출,0,-0.2775147
신용대출,30080,0.50124407
신용대출,0,-0.207443
신용대출,0,-0.278607
신용대출,0,-0.3313734
신용대출,0,-0.29804835
신용대출,0,-0.26722008
신용대출,0,-0.2632921
신용대출,10000,0.4956131
신용대출,0,-0.29622513
신용대출,0,-0.3191472
신용대출,0,-0.32875845
신용대출,800,-0.09469023
신용대출,0,-0.26309705
신용대출,4046,0.222774
신용대출,1200,0.11025604
신용대출,0,-0.20869847
신용대출,0,-0.34406343
신용대출,0,-0.26508787
신용대출,0,-0.1650569
신용대출,1500,0.088531844
신용대출,276,-0.46277586
신용대출,0,-0.28556052
신용대출,0,-0.2727546
신용대출,7000,0.49347928
신용대출,0,-0.27170497
신용대출,1030,0.06463686
신용대출,0,-0.32556024
신용대출,0,-0.26034984
신용대출,5000,0.57491815
신용대출,2720,0.2693833
신용대출,800,0.023107372
신용대출,0,-0.19975846
신용대출,0,-0.26289302
신용대출,1780,0.3697023
신용대출,0,-0.31717196
신용대출,0,-0.26622832
신용대출,0,-0.28017682
신용대출,0,-0.3103253
신용대출,100,-0.33378217
신용대출,1000,0.18610696
신용대출,0,-0.38892844
신용대출,0,-0.3393915
신용대출,1100,0.044620782
신용대출,3400,0.4378214
신용대출,190,-0.28068495
신용대출,10080,0.41714892
신용대출,0,-0.28605583
신용대출,0,-0.32266402
신용대출,0,-0.31684512
신용대출,0,-0.38386652
신용대출,0,-0.2917372
신용대출,0,-0.33032236
신용대출,0,-0.30679747
신용대출,0,-0.2927785
신용대출,7000,0.4961323
신용대출,0,-0.27549458
신용대출,1170,0.10080275
신용대출,0,-0.31102526
신용대출,0,-0.33104563
신용대출,5000,0.13463023
신용대출,0,-0.37803847
신용대출,0,-0.3542763
신용대출,0,-0.32638177
신용대출,48800,0.43060207
신용대출,0,-0.30061853
신용대출,0,-0.3398605
신용대출,0,-0.29935452
신용대출,0,-0.2955805
신용대출,0,-0.27777576
신용대출,2732,0.20693973
신용대출,0,-0.25853196
신용대출,0,-0.26434022
신용대출,0,-0.22437727
신용대출,1500,0.20818356
신용대출,297,-0.43630642
신용대출,430,0.04802859
신용대출,0,-0.24312821
신용대출,0,-0.22310503
신용대출,0,-0.29405156
신용대출,0,-0.19953643
신용대출,0,-0.2799879
신용대출,0,-0.29755834
신용대출,0,-0.249488
신용대출,0,-0.30740857
신용대출,0,-0.21236739
신용대출,700,-0.05279186
신용대출,3000,0.20598534
신용대출,0,-0.30919608
신용대출,700,-0.056881912
신용대출,0,-0.3304824
신용대출,0,-0.37769797
신용대출,5000,0.6236966
신용대출,0,-0.29472035
신용대출,0,-0.32067278
신용대출,3372,0.3205331
신용대출,0,-0.26640058
신용대출,0,-0.2553527
신용대출,0,-0.2868557
신용대출,0,-0.25660428
신용대출,0,-0.31772685
신용대출,6315,0.37202227
신용대출,0,-0.28827405
신용대출,0,-0.3229822
신용대출,0,-0.27916643
신용대출,0,-0.30188128
신용대출,5000,0.51083
신용대출,4300,0.3261393
신용대출,0,-0.26725963
신용대출,0,-0.33395094
신용대출,28500,0.23928599
신용대출,1850,0.26397282
신용대출,0,-0.27782533
신용대출,1000,0.05106229
신용대출,4800,0.32495698
신용대출,0,-0.3350705
신용대출,1100,0.07628689
신용대출,0,-0.27005383
신용대출,2600,0.31099966
신용대출,0,-0.34325492
신용대출,0,-0.33552364
신용대출,500,0.12064444
신용대출,0,-0.34695885
신용대출,8000,0.60463274
신용대출,0,-0.32428178
신용대출,0,-0.25832376
신용대출,296,-0.46879646
신용대출,0,-0.29833177
신용대출,0,-0.32973513
신용대출,19000,0.936537
신용대출,0,-0.28953257
신용대출,0,-0.20784596
신용대출,0,-0.31637073
신용대출,0,-0.32853812
신용대출,0,-0.30947742
신용대출,0,-0.21673465
신용대출,0,-0.23914899
신용대출,0,-0.28215528
신용대출,0,-0.27325028
신용대출,0,-0.25847435
신용대출,0,-0.266212
신용대출,1800,0.23172331
신용대출,0,-0.32275847
신용대출,0,-0.41301352
신용대출,0,-0.2950351
신용대출,0,-0.27385247
신용대출,0,-0.3388117
신용대출,0,-0.21884279
신용대출,0,-0.17285532
신용대출,4000,0.40599373
신용대출,0,-0.26297578
신용대출,5000,0.47126046
신용대출,1000,0.13752195
신용대출,0,-0.24889669
신용대출,0,-0.3208547
신용대출,0,-0.26196668
신용대출,2400,0.2590743
신용대출,0,-0.291019
신용대출,693,0.04314996
신용대출,0,-0.28527313
신용대출,0,-0.26457563
신용대출,0,-0.27245256
신용대출,4300,0.25297552
신용대출,2600,0.1795803
신용대출,10250,0.1714188
신용대출,3000,0.27435064
신용대출,0,-0.21176042
신용대출,0,-0.43145064
신용대출,0,-0.31078273
신용대출,0,-0.32124835
신용대출,1350,0.1350296
신용대출,10200,0.445952
신용대출,9300,0.52690834
신용대출,0,-0.29099557
신용대출,3000,0.1911788
신용대출,0,-0.29286897
신용대출,100,-0.34769192
신용대출,900,0.0076171234
신용대출,0,-0.30032587
신용대출,3000,0.2989638
신용대출,0,-0.34566674
신용대출,0,-0.29528722
신용대출,500,0.019207764
신용대출,0,-0.3002706
신용대출,7000,0.465588
신용대출,20000,0.17721435
신용대출,1000,0.16097707
신용대출,2000,0.26609957
신용대출,0,-0.27660882
신용대출,0,-0.28636557
신용대출,3100,0.19149022
신용대출,9500,0.43140802
신용대출,0,-0.28388974
신용대출,3200,0.2557773
신용대출,0,-0.22609079
신용대출,2400,0.3824618
신용대출,0,-0.29383758
신용대출,0,-0.26764536
신용대출,1500,0.13605346
신용대출,5000,0.25208122
신용대출,0,-0.3112558
신용대출,4000,0.37733987
신용대출,0,-0.29609674
신용대출,0,-0.31968495
신용대출,600,0.072435796
신용대출,0,-0.26735938
신용대출,10000,0.32867116
신용대출,0,-0.30214664
신용대출,3000,0.10065322
신용대출,0,-0.3287498
신용대출,0,-0.2755205
신용대출,0,-0.24123655
신용대출,0,-0.26965618
신용대출,500,0.08327181
신용대출,3500,0.43652508
신용대출,0,-0.31587225
신용대출,5000,0.40136144
신용대출,0,-0.24780688
신용대출,0,-0.21902691
신용대출,4000,0.2842313
신용대출,0,-0.23514386
신용대출,4300,0.37287495
신용대출,0,-0.34180313
신용대출,440,0.16033693
신용대출,0,-0.35047582
신용대출,3400,0.16308723
신용대출,0,-0.38155213
신용대출,0,-0.23271888
신용대출,0,-0.26709586
신용대출,0,-0.2547694
신용대출,0,-0.27028146
신용대출,0,-0.34328532
신용대출,0,-0.32416952
신용대출,0,-0.271796
신용대출,0,-0.35974523
신용대출,10000,0.6040922
신용대출,0,-0.2457579
신용대출,0,-0.22386287
신용대출,2200,0.23333631
신용대출,900,0.030275898
신용대출,0,-0.2960636
신용대출,0,-0.29650238
신용대출,0,-0.36146328
신용대출,0,-0.3152411
신용대출,0,-0.30193898
신용대출,0,-0.35122076
신용대출,0,-0.27631527
신용대출,12100,0.36910945
신용대출,0,-0.18428643
신용대출,0,-0.21647334
신용대출,0,-0.25410047
신용대출,12500,0.103579074
신용대출,6000,0.39434165
신용대출,3000,0.18654342
신용대출,0,-0.3351459
신용대출,0,-0.26446432
신용대출,0,-0.26121598
신용대출,0,-0.3120757
신용대출,0,-0.17538361
신용대출,130,-0.32642755
신용대출,0,-0.21760114
신용대출,1550,0.13919052
신용대출,0,-0.3208263
신용대출,1000,0.16295648
신용대출,0,-0.23813744
신용대출,0,-0.27359682
신용대출,500,0.073606126
신용대출,0,-0.19758107
신용대출,0,-0.28130847
신용대출,0,-0.25921142
신용대출,0,-0.355746
신용대출,0,-0.3457719
신용대출,0,-0.26000273
신용대출,500,0.17832354
신용대출,1833,0.26672336
신용대출,0,-0.28903943
신용대출,0,-0.30145478
신용대출,0,-0.2619153
신용대출,1300,0.16049348
신용대출,2000,0.41401967
신용대출,0,-0.31677553
신용대출,0,-0.31202072
신용대출,0,-0.30050927
신용대출,0,-0.37026826
신용대출,0,-0.24788249
신용대출,0,-0.30542266
신용대출,0,-0.26831266
신용대출,0,-0.24337907
신용대출,0,-0.30620092
신용대출,0,-0.312749
신용대출,0,-0.27402753
신용대출,2000,0.27252373
신용대출,0,-0.28992808
신용대출,0,-0.21082553
신용대출,0,-0.27155414
신용대출,0,-0.2518026
신용대출,7000,0.5287135
신용대출,800,-0.04752961
신용대출,0,-0.30331105
신용대출,0,-0.22240809
신용대출,0,-0.39736074
신용대출,0,-0.28358006
신용대출,0,-0.28189585
신용대출,0,-0.24208775
신용대출,0,-0.31074154
신용대출,0,-0.33120862
신용대출,0,-0.24354278
신용대출,0,-0.2982913
신용대출,5600,0.64041865
신용대출,0,-0.2390638
신용대출,25400,0.47429016
신용대출,4150,0.36640742
신용대출,0,-0.31801984
신용대출,2000,0.2283015
신용대출,2000,0.32653603
신용대출,0,-0.31407782
신용대출,0,-0.2941877
신용대출,560,0.119656526
신용대출,2509,0.296364
신용대출,0,-0.29119676
신용대출,0,-0.33249053
신용대출,800,-0.26715365
신용대출,1400,0.13018978
신용대출,2000,0.27411458
신용대출,900,0.0632379
신용대출,0,-0.3212875
신용대출,30000,0.37740096
신용대출,340,-0.07289636
신용대출,0,-0.31695643
신용대출,0,-0.25831452
신용대출,81800,0.2692931
신용대출,0,-0.21446973
신용대출,0,-0.25414932
신용대출,0,-0.3225799
신용대출,0,-0.2453079
신용대출,0,-0.2520711
신용대출,20000,0.17919861
신용대출,0,-0.24786131
신용대출,0,-0.2768784
신용대출,0,-0.3139174
신용대출,0,-0.34594887
신용대출,800,-0.23473217
신용대출,0,-0.30221048
신용대출,0,-0.20348108
신용대출,0,-0.30871996
신용대출,0,-0.30906698
신용대출,0,-0.24444635
신용대출,0,-0.3511793
신용대출,36480,0.8234385
신용대출,540,0.08077812
신용대출,100,-0.42639413
신용대출,2000,0.23024604
신용대출,270,-0.47287223
신용대출,0,-0.3196771
신용대출,0,-0.3092887
신용대출,700,0.014366242
신용대출,0,-0.19325571
신용대출,2400,0.30698112
신용대출,1950,0.23279676
신용대출,0,-0.29059106
신용대출,0,-0.2884
신용대출,0,-0.26070547
신용대출,0,-0.15514067
신용대출,0,-0.26967913
신용대출,0,-0.24443072
신용대출,3000,0.15068735
신용대출,901,0.04596683
신용대출,4000,0.45263067
신용대출,8300,0.39820063
신용대출,0,-0.29873717
신용대출,0,-0.26538527
신용대출,0,-0.25717083
신용대출,0,-0.39589542
신용대출,0,-0.3152573
신용대출,0,-0.21885246
신용대출,0,-0.30708793
신용대출,0,-0.27472648
신용대출,2000,0.22562796
신용대출,0,-0.28915605
신용대출,0,-0.2760202
신용대출,11000,-0.0042306744
신용대출,900,0.0031750014
신용대출,0,-0.22491612
신용대출,0,-0.29550987
신용대출,0,-0.2615907
신용대출,5000,0.22274598
신용대출,0,-0.2903459
신용대출,2000,0.34731153
신용대출,2859,0.31356812
신용대출,0,-0.24343733
신용대출,0,-0.26059407
신용대출,5000,0.26645276
신용대출,500,0.15465784
신용대출,0,-0.3526716
신용대출,0,-0.35345012
신용대출,0,-0.27789146
신용대출,4000,0.3104559
신용대출,0,-0.23448287
신용대출,0,-0.2368149
신용대출,2000,0.39473602
신용대출,400,0.11516722
신용대출,1800,0.38107848
신용대출,0,-0.32924104
신용대출,0,-0.27998737
신용대출,800,-0.02438826
신용대출,0,-0.19876134
신용대출,0,-0.27500853
신용대출,0,-0.21344966
신용대출,1000,0.1364604
신용대출,0,-0.27558982
신용대출,0,-0.32683748
신용대출,0,-0.27751997
신용대출,0,-0.2787679
신용대출,0,-0.3522658
신용대출,2300,0.24686792
신용대출,0,-0.30331445
신용대출,0,-0.20028935
신용대출,0,-0.32179156
신용대출,293,-0.4323956
신용대출,0,-0.32290313
신용대출,1817,0.29619685
신용대출,2000,0.27077448
신용대출,700,-0.0415991
신용대출,0,-0.28721368
신용대출,5000,0.34266984
신용대출,0,-0.37877265
신용대출,0,-0.3010174
신용대출,0,-0.29057258
신용대출,0,-0.22355254
신용대출,0,-0.2964886
신용대출,0,-0.31596318
신용대출,0,-0.27610177
신용대출,22900,0.44114593
신용대출,19000,0.1835303
신용대출,8000,0.3985774
신용대출,0,-0.29643077
신용대출,0,-0.24337353
신용대출,0,-0.36926934
신용대출,0,-0.24746983
신용대출,6800,0.4235337
신용대출,0,-0.23885137
신용대출,1000,0.10269981
신용대출,800,-0.058680408
신용대출,0,-0.29825422
신용대출,0,-0.30915973
신용대출,0,-0.2299367
신용대출,0,-0.2225386
신용대출,0,-0.33537057
신용대출,600,0.076927744
신용대출,0,-0.2635079
신용대출,0,-0.26948887
신용대출,0,-0.210522
신용대출,7000,0.43622953
신용대출,0,-0.21050695
신용대출,0,-0.3050415
신용대출,0,-0.29392442
신용대출,0,-0.28474572
신용대출,0,-0.2480225
신용대출,0,-0.30386946
신용대출,4000,0.33555755
신용대출,200,-0.39790097
신용대출,2000,0.2965325
신용대출,2300,0.33617008
신용대출,6004,0.5704469
신용대출,0,-0.1876586
신용대출,600,0.10254646
신용대출,0,-0.28718862
신용대출,0,-0.30720818
신용대출,2000,0.20919448
신용대출,0,-0.31411356
신용대출,22868,0.6273087
신용대출,0,-0.29627982
신용대출,3000,0.12529644
신용대출,1962,0.20082828
신용대출,0,-0.36850816
신용대출,0,-0.33297533
신용대출,0,-0.23164663
신용대출,0,-0.24998248
신용대출,0,-0.21867906
신용대출,1500,0.15725125
신용대출,3000,0.2559241
신용대출,2500,0.24320294
신용대출,0,-0.30586162
신용대출,2000,0.28618908
신용대출,15000,0.46812063
신용대출,1190,0.10593109
신용대출,24000,0.38045326
신용대출,0,-0.33020023
신용대출,3000,0.31305796
신용대출,300,-0.38691393
신용대출,0,-0.2552334
신용대출,0,-0.26429927
신용대출,0,-0.38645926
신용대출,3000,0.20165637
신용대출,0,-0.2132743
신용대출,6000,0.52319205
신용대출,0,-0.26482964
신용대출,2050,0.2353572
신용대출,0,-0.23761259
신용대출,0,-0.30078757
신용대출,0,-0.31587413
신용대출,11710,0.2126344
신용대출,900,0.03537067
신용대출,0,-0.19132341
신용대출,0,-0.21020873
신용대출,3000,0.13949472
신용대출,0,-0.3044249
신용대출,350,-0.12722218
신용대출,0,-0.27413842
신용대출,300,-0.48787832
신용대출,0,-0.26917756
신용대출,0,-0.28943893
신용대출,0,-0.22456743
신용대출,0,-0.30606544
신용대출,0,-0.32720634
신용대출,9000,0.41894472
신용대출,600,0.12827194
신용대출,0,-0.2855961
신용대출,0,-0.26323923
신용대출,0,-0.21994737
신용대출,0,-0.31669143
신용대출,0,-0.3013143
신용대출,3000,0.23255171
신용대출,0,-0.30245113
신용대출,0,-0.29225126
신용대출,6000,0.25595808
신용대출,3000,0.22590546
신용대출,1800,0.22240607
신용대출,0,-0.22228646
신용대출,3500,0.3067284
신용대출,0,-0.3238892
신용대출,0,-0.2639029
신용대출,0,-0.32475048
신용대출,0,-0.44851345
신용대출,0,-0.28963962
신용대출,300,-0.40223765
신용대출,0,-0.32125825
신용대출,300,-0.43205795
신용대출,0,-0.30062616
신용대출,0,-0.20650895
신용대출,0,-0.24967356
신용대출,0,-0.22442909
신용대출,1000,0.15896074
신용대출,0,-0.17222428
신용대출,1500,0.0912035
신용대출,0,-0.2349889
신용대출,0,-0.2800328
신용대출,0,-0.27498567
신용대출,700,-0.031141542
신용대출,0,-0.251045
신용대출,15600,0.27894014
신용대출,8444,0.42624474
신용대출,1200,0.024142314
신용대출,200,-0.2329908
신용대출,0,-0.20912944
신용대출,0,-0.3502549
신용대출,0,-0.31289276
신용대출,0,-0.2154504
신용대출,0,-0.29647747
신용대출,9500,0.3573819
신용대출,1172,-0.026113795
신용대출,0,-0.3016503
신용대출,0,-0.30150145
신용대출,3500,0.38068205
신용대출,3000,0.36820686
신용대출,0,-0.1702054
신용대출,0,-0.28388163
신용대출,0,-0.2680422
신용대출,1800,0.20489773
신용대출,0,-0.24754803
신용대출,500,0.15683575
신용대출,0,-0.30270973
신용대출,0,-0.32062647
신용대출,480,0.19483252
신용대출,0,-0.27890053
신용대출,0,-0.23490107
신용대출,0,-0.3236109
신용대출,0,-0.2612898
신용대출,0,-0.2880944
신용대출,4585,0.31751937
신용대출,0,-0.2898504
신용대출,2400,0.2091213
신용대출,3000,0.3502117
신용대출,2000,0.2661116
신용대출,2388,0.28860587
신용대출,8600,0.3774898
신용대출,1500,0.13757637
신용대출,18550,0.36230826
신용대출,300,-0.53102034
신용대출,0,-0.2871916
신용대출,1900,0.32834694
신용대출,0,-0.32501107
신용대출,1960,0.22280006
신용대출,0,-0.3319381
신용대출,800,-0.06644241
신용대출,12341,0.58030623
신용대출,0,-0.31682444
신용대출,0,-0.3159762
신용대출,0,-0.34984875
신용대출,5000,0.36895478
신용대출,0,-0.28109473
신용대출,15500,0.16687468
신용대출,2000,0.2285622
신용대출,0,-0.3555806
신용대출,0,-0.2854043
신용대출,0,-0.32935014
신용대출,26500,0.31653607
신용대출,0,-0.34514955
신용대출,1800,0.29065835
신용대출,0,-0.26893076
신용대출,0,-0.24791634
신용대출,300,-0.515103
신용대출,1335,0.11114078
신용대출,0,-0.36711836
신용대출,0,-0.32063714
신용대출,0,-0.25863418
신용대출,0,-0.34457347
신용대출,2436,0.30073297
신용대출,9600,0.17129086
신용대출,14000,0.22945884
신용대출,2200,0.3141832
신용대출,500,0.13796972
신용대출,200,-0.36278316
신용대출,700,0.031681534
신용대출,0,-0.2939339
신용대출,7000,0.4171064
신용대출,0,-0.30934122
신용대출,10000,0.42611954
신용대출,2000,0.35481063
신용대출,6635,0.5529863
신용대출,0,-0.3343233
신용대출,0,-0.2898254
신용대출,0,-0.25329968
신용대출,4500,0.18937908
신용대출,0,-0.3359407
신용대출,1000,0.10225332
신용대출,0,-0.33587694
신용대출,500,0.032547582
신용대출,0,-0.19246154
신용대출,0,-0.28880882
신용대출,0,-0.2886224
신용대출,0,-0.28080815
신용대출,1000,0.092064634
신용대출,0,-0.19479316
신용대출,3000,0.22321466
신용대출,0,-0.20577632
신용대출,3760,0.36541727
신용대출,0,-0.24656807
신용대출,2460,0.3532834
신용대출,0,-0.25904837
신용대출,3000,0.20836948
신용대출,1000,0.20775273
신용대출,0,-0.16353713
신용대출,0,-0.36448416
신용대출,8500,0.3516747
신용대출,500,0.067745775
신용대출,0,-0.22192852
신용대출,1200,0.13648061
신용대출,1854,0.3040268
신용대출,400,0.13075267
신용대출,0,-0.35215595
신용대출,9000,0.7752423
신용대출,0,-0.31122112
신용대출,0,-0.25988963
신용대출,0,-0.27084914
신용대출,0,-0.21852492
신용대출,0,-0.3269921
신용대출,2000,0.21399343
신용대출,5500,0.44010732
신용대출,0,-0.31743237
신용대출,0,-0.3958718
신용대출,500,0.06935924
신용대출,6000,0.41516152
신용대출,0,-0.3963861
신용대출,0,-0.30410707
신용대출,9000,0.34156686
신용대출,0,-0.2658745
신용대출,0,-0.26402247
신용대출,6850,0.47914
신용대출,0,-0.34428385
신용대출,0,-0.2580447
신용대출,11000,0.3472744
신용대출,6900,0.17538312
신용대출,2200,0.30806047
신용대출,0,-0.15522811
신용대출,0,-0.2719141
신용대출,0,-0.27219772
신용대출,0,-0.29002658
신용대출,0,-0.34535602
신용대출,0,-0.23134431
신용대출,386,0.08965761
신용대출,0,-0.26039824
신용대출,0,-0.28213605
신용대출,4300,0.20217785
신용대출,0,-0.330703
신용대출,310,-0.41805974
신용대출,16030,0.29643974
신용대출,0,-0.26414058
신용대출,1000,0.13594897
신용대출,0,-0.31311497
신용대출,0,-0.2952624
신용대출,0,-0.22077727
신용대출,4000,0.20334044
신용대출,0,-0.33437622
신용대출,3984,0.35354257
신용대출,0,-0.17847382
신용대출,1000,0.18162857
신용대출,6000,0.4762
신용대출,4000,0.33022925
신용대출,8100,0.4564114
신용대출,0,-0.24816114
신용대출,0,-0.2148815
신용대출,170,-0.43953457
신용대출,10863,0.46889272
신용대출,4000,0.29848844
신용대출,0,-0.33392903
신용대출,0,-0.204031
신용대출,0,-0.18418543
신용대출,0,-0.29905003
신용대출,0,-0.35399646
신용대출,3000,0.18122067
신용대출,0,-0.20088589
신용대출,7000,0.51610214
신용대출,0,-0.26316607
신용대출,0,-0.27728537
신용대출,0,-0.31772444
신용대출,1500,0.13188076
신용대출,5000,0.39677137
신용대출,0,-0.3158625
신용대출,0,-0.3597678
신용대출,0,-0.31418076
신용대출,0,-0.2921488
신용대출,160,-0.30077258
신용대출,0,-0.23691694
신용대출,0,-0.266852
신용대출,0,-0.28430566
신용대출,0,-0.32844996
신용대출,0,-0.26916778
신용대출,0,-0.25232556
신용대출,0,-0.22503693
신용대출,2898,0.22925134
신용대출,9000,0.599685
신용대출,4200,0.27865356
신용대출,0,-0.25311247
신용대출,140,-0.37469137
신용대출,0,-0.25825006
신용대출,0,-0.24308263
신용대출,0,-0.30717623
신용대출,0,-0.28880057
신용대출,0,-0.31404713
신용대출,0,-0.3390618
신용대출,20000,0.39311948
신용대출,0,-0.35966736
신용대출,0,-0.36781695
신용대출,0,-0.32106987
신용대출,0,-0.2802443
신용대출,0,-0.2231109
신용대출,600,0.050997924
신용대출,6300,0.61053747
신용대출,0,-0.32326925
신용대출,0,-0.2956543
신용대출,15800,0.24261238
신용대출,0,-0.1931206
신용대출,0,-0.264434
신용대출,4800,0.29392523
신용대출,0,-0.2923615
신용대출,0,-0.30549914
신용대출,0,-0.36345884
신용대출,0,-0.20052545
신용대출,3800,0.4190782
신용대출,4000,0.4146068
신용대출,27000,0.36462116
신용대출,0,-0.3081664
신용대출,0,-0.34173855
신용대출,0,-0.2543066
신용대출,0,-0.27113372
신용대출,22576,0.35424054
신용대출,20000,0.24401656
신용대출,0,-0.17886184
신용대출,0,-0.28811014
신용대출,0,-0.39768597
신용대출,0,-0.16050366
신용대출,0,-0.33525681
신용대출,1336,0.20818995
신용대출,8000,0.3832053
신용대출,0,-0.27823633
신용대출,3000,0.18104292
신용대출,0,-0.29253924
신용대출,0,-0.25854543
신용대출,4000,0.35743997
신용대출,2164,0.33686414
신용대출,10000,0.41383174
신용대출,0,-0.2993678
신용대출,500,0.11858022
신용대출,3500,0.43546352
신용대출,0,-0.2482704
신용대출,200,-0.4058127
신용대출,0,-0.3204076
신용대출,0,-0.38501027
신용대출,0,-0.27003714
신용대출,8270,0.43719357
신용대출,0,-0.26795104
신용대출,1000,0.06476967
신용대출,22517,0.3261724
신용대출,0,-0.23580779
신용대출,0,-0.2942421
신용대출,30000,0.7226627
신용대출,0,-0.32674828
신용대출,0,-0.25880256
신용대출,0,-0.25131798
신용대출,0,-0.34150857
신용대출,0,-0.29031643
신용대출,0,-0.35161012
신용대출,0,-0.2477109
신용대출,0,-0.31739157
신용대출,0,-0.2631454
신용대출,0,-0.18626456
신용대출,0,-0.3328438
신용대출,0,-0.26938576
신용대출,0,-0.35820723
신용대출,512,0.12443054
신용대출,0,-0.29551294
신용대출,0,-0.37178984
신용대출,500,0.046737853
신용대출,0,-0.2842595
신용대출,0,-0.24409066
신용대출,0,-0.25688782
신용대출,10000,0.39927843
신용대출,0,-0.3434773
신용대출,0,-0.28657153
신용대출,0,-0.2762505
신용대출,0,-0.25705925
신용대출,0,-0.27082986
신용대출,6716,0.5955504
신용대출,4000,0.23829044
신용대출,0,-0.2755095
신용대출,1000,0.10321343
신용대출,6600,0.4347983
신용대출,3000,0.07301919
신용대출,700,-0.031957135
신용대출,400,0.119819276
신용대출,0,-0.18662708
신용대출,11440,0.31506273
신용대출,1000,0.10813003
신용대출,500,0.07454847
신용대출,0,-0.32366723
신용대출,5795,0.5618228
신용대출,2000,0.28599834
신용대출,0,-0.3508372
신용대출,0,-0.28459796
신용대출,0,-0.2489621
신용대출,0,-0.22719276
신용대출,0,-0.29781473
신용대출,0,-0.18205042
신용대출,0,-0.34327507
신용대출,1500,0.11641933
신용대출,4000,0.42744315
신용대출,0,-0.2260367
신용대출,1400,0.14000674
